State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,Footnote
OH,368390,"REMEDIAL HEALTH CARE SERVICES, LLC","1415 EAST DUBLIN GRANVILLE RD, #100",COLUMBUS,43229,6144363330,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7/7/11, 
OH,368391,"RIGHT CHOICE HOME HEALTH CARE, LLC","2999 EAST DUBLIN GRANVILLE ROAD, SUITE 106",COLUMBUS,43231,6147947571,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,12/13/11, 
OH,368392,ALWAYS BEST CARE CLEVELAND SOUTH,"2 NORTH PARK CIRCLE, SUITE D AND E",BROOK PARK,44142,4402021706,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/4/11, 
OH,368393,"AMERICAN HOME HEALTH CARE EXPERTS, INC","1001 EASTWIND DRIVE, SUITE 103",WESTERVILLE,43081,6148917761,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,9/26/11, 
OH,368395,"ASPEN HOME HEALTHCARE, LLC",261 WEST JOHNSTOWN ROAD,GAHANNA,43230,6144757773,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/11, 
OH,368396,AMERICARE HOME HEALTH OF FINDLAY,2135 TIFFIN AVENUE,FINDLAY,45840,4195760183,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/3/11, 
OH,368397,"LIBERTY HOME HEALTH CARE OF OHIO, LLC","6161 BUSCH BLVD, SUITE 203",COLUMBUS,43229,6148259556,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1/11/12, 
OH,368417,"EXTENDED LIFE HOME CARE, LTD",5560 HILLIARD ROME OFFICE PARK,HILLIARD,43026,6144764400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/1/12, 
OH,368398,"CAREHEALTH SERVICES, LLC","4357 FERGUSON DRIVE, SUITE 180",CINCINNATI,45245,5134267433,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/12/11, 
OH,368399,BECK  HOME  HEALTH SERVICES INC,5310 EAST MAIN STREET SUITE 206,WHITEHALL,43213,6145771497,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2/29/12, 
OH,368400,"INTEGRITY HOME HEALTH, LLC","2577 FERRIS ROAD, SUITE A",COLUMBUS,43224,6144147808,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/3/12, 
OH,368401,"TENDER HOME CARE PROVIDERS, LLC","950 TAYLOR STATION ROAD, SUITE R",GAHANNA,43230,6146264798,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1/26/12, 
OH,368402,DILIGENT HEALTHCARE SERVICES LLC,"3314 MORSE ROAD, SUITE 212",COLUMBUS,43231,6144140705,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/6/12, 
OH,368431,SUPERIOR MEDICAL CARE,"5340 OBERLIN AVENUE, SUITE 103",LORAIN,44053,4402828275,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/29/12, 
OH,368403,"L A HOME HEALTHCARE, INC",6161 BUSCH BLVD SUITE 206,COLUMBUS,43229,6148409300,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3/6/12, 
OH,368404,"STATE HEALTH CARE, LTD","201 RIVERSIDE DRIVE, SUITE 2E",DAYTON,45405,9372222537,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3/5/12, 
OH,368405,"DHULMAR HEALTH CARE SERVICES, LLC","4889 SINCLAIR ROAD, SUITE 110",COLUMBUS,43229,6144363900,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,12/15/11, 
OH,368406,"PATRIOT HOMECARE, INC","418 MAIN AVENUE, SW, SUITE 203, ROOM 106",WARREN,44481,3303069651,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/29/12, 
OH,368407,AMERICARE HOME HEALTH OF DEFIANCE,1132 EAST SECOND STREET,DEFIANCE,43512,4195760183,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/2/12, 
OH,368408,SWEET SERENITY HOMECARE LLC,"1485 SOUTH HAWKINS AVENUE, SUITE 130",AKRON,44320,3304004170,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/28/12, 
OH,368436,"PHILEMON HOME HEALTH CARE, LLC","110 NORTH HIGH STREET, SUITE 212",GAHANNA,43230,6144147911,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/24/12, 
OH,368409,PEACE HOME CARE SERVICES,2957 STELTZER ROAD,COLUMBUS,43219,6147325077,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4/26/12, 
OH,368410,"ALL NATION HOME HEALTHCARE, LLC","5900 ROCHE DRIVE, SUITE 342",COLUMBUS,43229,6143966787,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5/6/12, 
OH,368411,"AT MARTIN'S HOMECARE, LLC","4770 INDIANOLA AVENUE, SUITE 200",COLUMBUS,43214,6147811773,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/16/12, 
OH,368412,"GOLDEN HOME HEALTH CARE, LLC","2246 SOUTH HAMILTON ROAD, SUITE 204",COLUMBUS,43232,6145770955,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2/14/12, 
OH,368413,"FIRST COMMUNITY HEALTH SERVICES, LLC","100 ELMWOOD PARK DRIVE, SUITE 102",WEST CARROLLTON,45449,9372470400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/7/12, 
OH,368414,"HERITAGE HOME HC OF ELYRIA, ROCKY RIVER & MEDINA",20800 CENTER RIDGE RD 100,ROCKY RIVER,44116,4403331925,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4/23/12, 
OH,368418,BEACON OF LIGHT LTD,"4730 WEST BANCROFT STREET, SUITE 13",TOLEDO,43615,4195319060,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/17/12, 
OH,368419,"CONTINUUM CARE HOME HEALTH, LLC","12380 PLAZA DRIVE, SUITE 103",PARMA,44130,2168988444,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/25/12, 
OH,368420,CHELSEA HOME HEALTHCARE INC,1908 NEEDMORE ROAD,DAYTON,45414,9372785906,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/25/12, 
OH,368422,3C HOME HEALTH CARE LLC,"181 GRANVILLE STREET, SUITE 305",GAHANNA,43230,6144714300,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,5/30/12, 
OH,368423,PREBLE HOME HEALTH SERVICES,1673 NORTH BARRON STREET,EATON,45320,9373365320,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/10/12, 
OH,368424,"NEW ERA HOME HEALTHCARE, LLC","2242 SOUTH HAMILTON ROAD, SUITE 102",COLUMBUS,43232,6148637552,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6/6/12, 
OH,368442,"COLUMBUS HOME HEALTH SERVICES, LLC","1110 MORSE ROAD, SUITE 128",COLUMBUS,43229,6149851464,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9/23/12, 
OH,368425,"BLUE SHIELD HEALTH CARE SERVICES, LLC","2021 EAST DUBLIN GRANVILLE ROAD, SUITE 210",COLUMBUS,43229,6147811301,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/7/12, 
OH,368426,"A BETTER ALTERNATIVE TO SENIOR CARE, INC",20670 SOUTHGATE PARK BLVD,MAPLE HEIGHTS,44137,2165810610,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/20/12, 
OH,368427,"GUIDING HANDS HOME HEALTH SERVICES, INC",224 WEST WATER STREET,OAK HARBOR,43449,4198985909,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/3/12, 
OH,368428,AZMED HOME HEALTHCARE,"14055 CEDAR ROAD, SUITE 201",SOUTH EUCLID,44118,2163736806,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/27/12, 
OH,368429,"DYNAMIC HOME HEALTH CARE, LLC","2021 EAST DUBLIN GRANVILLE ROAD, SUITE 110",COLUMBUS,43229,6143447535,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/15/12, 
OH,368430,CRESCENT HOME HEALTH CARE LLC,"6161 BUSCH BLVD, SUITE 313",COLUMBUS,43229,6149471381,Proprietary,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2/17/12, 
OH,368432,"RELIABLE HOME HEALTH CARE, LLC",4941 PROFIT WAY,DAYTON,45414,9372742900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/4/12, 
OH,368433,"GATEWAY HEALTHCARE SERVICES, LLC","680 EAST MARKET STREET, SUITE 111",AKRON,44304,3307628718,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4/16/12, 
OH,368434,ADDISON HOME HEALTH SERVICES LLC,3460 S DIXIE HWY,MORAINE,45439,9378675300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7/9/12, 
OH,368435,"HELPING HANDS HOME CARE OF COLUMBUS, LLC","4645 WESTERVILLE ROAD, SUITE F",COLUMBUS,43231,6148468135,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4/23/12, 
OH,368455,COMMUNITY CAREGIVERS OF WEST AKRON,"66 SOUTH MILLER ROAD, SUITE 205",FAIRLAWN,44333,3308368181,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/3/12, 
OH,368437,"SUPREME HOME HEALTHCARE, LLC","5900 ROCHE DRIVE, SUITE 614",COLUMBUS,43229,6143966590,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,9/8/12, 
OH,368438,"GRACE HOME HEALTH SERVICES, INC","3540 SECOR ROAD, SUITE 100",TOLEDO,43606,4192140550,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/15/12, 
OH,368439,VISITING NURSING SERVICES OF WHEELING HOSPITAL-BEL,3000 GUERNSEY STREET,BELLAIRE,43906,7406718580,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/3/12, 
OH,368440,GOOD SAMARITAN HOME HEALTH CARE,"5300 EAST MAIN STREET, SUITE 207",WHITEHALL,43213,6146685000,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,8/27/12, 
OH,368441,PINNACLE HOME HEALTH CORP,24600 CENTER RIDGE ROAD SUITE 480,WESTLAKE,44145,6143277630,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8/24/12, 
OH,368443,"LEGACY HOME HEALTH CARE SERVICES, LLC",1110 MORSE ROAD  SUITE 216,COLUMBUS,43229,6144996310,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,9/12/12, 
OH,368444,HOPE HOME CARE LLC,3481 OFFICE PARK DR SUITE 110,DAYTON,45439,9372942273,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/9/12, 
OH,368445,A C T HEALTHCARE SERVICES LLC,5655 NORTH HIGH STREET  SUITE 204,WORTHINGTON,43085,6144339990,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8/27/12, 
OH,368446,"EVERYDAY HOMECARE, LLC",711 SOUTH HIGH STREET,MOUNT ORAB,45154,9374446100,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,8/24/12, 
OH,368447,COMMUNITY CAREGIVERS OF CUYAHOGA FALLS,2040 FRONT STREET,CUYAHOGA FALLS,44221,3309269844,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/7/12, 
OH,368448,"TRINITY HOME HEALTHCARE, LLC","800 CROSS POINTE ROAD, SUITE Q",GAHANNA,43230,6148045194,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8/13/12, 
OH,368472,HERITAGE HOME HEALTHCARE OF LAKE & GEAUGA COUNTIES,1 VICTORIA PLACE SUITE 315,PAINESVILLE,44077,4403501580,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,12/20/12, 
OH,368449,MEDINA HOME HEALTHCARE LLC,"5900 ROCHE DRIVE, STE 315",COLUMBUS,43229,6143966806,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10/17/12, 
OH,368450,TASHAY 1 HOME HEALTHCARE INC,6515 EAST LIVINGSTON AVENUE B6,REYNOLDSBURG,43068,6143671883,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,10/25/12, 
OH,368451,"TRINITY HOME HEALTH, LLC","2242 SOUTH HAMILTON ROAD, SUITE 202",COLUMBUS,43232,6145770766,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,8/1/12, 
OH,368452,ISOM ASSOCIATES AND A BETTER HOME HEALTH CARE NORT,167 LINCOLN WAY EAST SUITE 2,MASSILLON,44646,3308323399,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10/20/12, 
OH,368453,ANGIE'S HEART HHC,"3672 SPRINGDALE ROAD, REAR UPPER LEVEL",CINCINNATI,45251,5136780847,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,12/17/12, 
OH,368454,EMS GLOBAL HEALTH CARE LTD,"5335 FAR HILLS AVENUE, SUITE 107",DAYTON,45429,9374367860,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,11/29/12, 
OH,368456,ASPIRE HOME HEALTH CARE SERVICES LLC,616 EAST MAIN STREET,CRIDERSVILLE,45806,4197381176,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/21/12, 
OH,368457,COMMUNITY CAREGIVERS OF MEDINA COUNTY LLC,230 QUADRAL DRIVE SUITE D,WADSWORTH,44281,3307259800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/15/12, 
OH,368458,INFINITY HOME HEALTH CARE LLC,404 NORTH JACKSON STREET,SOUTH WEBSTER,45682,7407783000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/23/12, 
OH,368459,UNITED HEARTS HEALTH CARE,3515 SPRINGDALE ROAD,CINCINNATI,45251,5139233555,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/12/12, 
OH,368460,M & Y CARE LLC,5001 MAYFIELD RD  #304,LYNDHURST,44124,2166912484,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,12/5/12, 
OH,369008,PARAMOUNT HOME HEALTH CARE INC,"4368 DRESSLER ROAD NW, SUITE 204",CANTON,44718,3304930505,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2/22/12, 
OH,368461,COMMUNITY HOME HEALTHCARE SERVICES LLC,5217 MONROE ST B2,TOLEDO,43623,7345520529,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/29/12, 
OH,368462,"DIVINE HEALTH CARE SERVICES, LLC","2374 EAST DUBLIN GRANVILLE ROAD, SUITE B",COLUMBUS,43229,6148996767,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/14/12, 
OH,368463,COMMUNITY CAREGIVERS OF STARK COUNTY,"150 GRAND TRUNK AVENUE SW, SUITE 1",HARTVILLE,44632,3308773770,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/5/12, 
OH,368464,BEST CHOICE HOME CARE,14297 STATE ROUTE 41,WEST UNION,45693,9375445656,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/28/12, 
OH,368465,ATLAS HOME HEALTH CARE INC,"6161 BUSCH BLVD, SUITE 217",COLUMBUS,43229,6148466039,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8/23/12, 
OH,368466,COMMUNITY CAREGIVERS OF GREEN HOME HEALTHCARE,4684 MASSILLON ROAD,NORTH CANTON,44720,3308990048,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/28/12, 
OH,368467,SENIOR HOMECARE UNLIMITED LLC,459 WEST MAIN STREET,MOUNT ORAB,45154,9374440930,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1/14/13, 
OH,368468,ADVANCE HOME CARE LLC,"1191 SOUTH JAMES ROAD, UPPER FLOOR",COLUMBUS,43227,6144363611,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/8/13, 
OH,368469,PACIFIC HOME CARE LLC,3665 W 117TH STREET,CLEVELAND,44111,2164585756,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,12/1/12, 
OH,368470,COMMUNITY CAREGIVERS OF MAHONING COUNTY,888 BOARDMAN CANFIELD ROAD SUITE G,BOARDMAN,44512,3305333427,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1/1/13, 
OH,368471,COMFORT KEEPERS,77 WHITTLESEY AVENUE,NORWALK,44857,5674246773,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3/11/13, 
OH,368473,"AMERICA'S HOME HEALTH AGENCY, LLC","881 EAST MAIN STREET, SUITE 202",COLUMBUS,43205,6142527833,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,12/20/12, 
OH,368474,COMFORT KEEPERS,"31025 CENTER RIDGE ROAD, UNIT 1",WESTLAKE,44145,4407341111,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1/22/13, 
OH,368475,AKESO HOME HEALTH CARE INC,3000 BELMONT AVENUE,YOUNGSTOWN,44505,3307593903,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2/22/13, 
OH,368476,CLASSIC HOMECARE,20800 WESTGATE  SUITE 100,FAIRVIEW PARK,44126,4407994066,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/1/13, 
OH,368477,"HILLTOP HOME CARE, LLC",2731 CLIME ROAD,COLUMBUS,43223,6142725533,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3/11/13, 
OH,368478,MERCY HOME HEALTHCARE SERVICES LLC,12800 SHAKER BLVD SUITE 220 D,CLEVELAND,44120,6146229187,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3/4/13, 
OH,368479,BLUEGREEN HOME HEALTH  CARE,225 WEST 1ST STREET,DAYTON,45402,9375352100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/31/12, 
OH,368480,IVORY HOME HEALTH SERVICES INC,595 EAST BROAD STREET SUITE 207,COLUMBUS,43215,6142215035,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/23/13, 
OH,368481,ALLIANCE HOME HEALTHCARE SERVICES LLC,8593B OHIO RIVER ROAD,WHEELERSBURG,45694,7405740333,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4/10/13, 
OH,368482,LEGACY VISITING HEALTH SERVICES,"3660 STARRS CENTRE DRIVE, UNIT 1",CANFIELD,44406,3309533077,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2/28/13, 
OH,368483,"GREAT HOME HEALTHCARE, LLC","2999 EAST DUBLIN GRANVILLE ROAD, SUITE 215",COLUMBUS,43231,6144264340,Private,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,12/13/12, 
OH,368484,EMBASSY HOMECARE LLC,24579 BROADWAY AVENUE,OAKWOOD VILLAGE,44146,4404242050,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/15/12, 
OH,368485,CHOICE NURSING SERVICES INC THE,"4568 MAYFIELD ROAD, STE 107",SOUTH EUCLID,44121,2166911195,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5/3/13, 
OH,368486,PREMIUM HEALTHCARE SERVICES LLC,"2244 S HAMILTON ROAD, SUITE 104",COLUMBUS,43232,6145013034,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3/11/13, 
OH,368487,SELECTIVE NURSING LLC,2107 JERGENS ROAD,DAYTON,45404,9372604250,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/17/13, 
OH,368488,CARING HEARTS OF THE VALLEY,1577 WOODLAND STREET NE,WARREN,44483,3305316110,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/16/13, 
OH,368489,1 AMAZING HOME HEALTH CARE LLC,"5900 ROCHE DRIVE, SUITE 227",COLUMBUS,43229,6143966360,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4/23/13, 
OH,368490,ACE HOME HEALTH CARE,466 NORTHFIELD ROAD SUITE 204,BEDFORD,44146,4407869499,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/20/13, 
OH,368491,COMFORT KEEPERS,805 MAHONING AVENUE,YOUNGSTOWN,44501,3307473541,Proprietary,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,12/12/12, 
OH,368492,FROM THE HEART HOME HEALTH CARE LLC,"4428 SECOR ROAD, SUITE 5",TOLEDO,43623,4197249512,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/2/13, 
OH,368493,EXCEL HOME HEALTH CARE LLC,3411 OFFICE PARK DR SUITE 101,KETTERING,45439,9379387068,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/3/13, 
OH,368494,OMEGA HOME HEALTH CARE SERVICES LLC,"1925 EAST DUBLIN GRANVILLE ROAD, SUITE 234",COLUMBUS,43229,6143776813,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,5/3/13, 
OH,368495,AARAN HOME HEALTH SERVICES,2151 DUBLIN GRANVILLE RD  STE 216,COLUMBUS,43229,6145965291,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,6/4/13, 
OH,368496,ACCELERA HOME HEALTH CARE,1344 WOODMAN DR  SUITE C,DAYTON,45432,9372590180,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/10/13, 
OH,368497,"SANCTUARY SKILLED HOME HEALTHCARE, LLC",925 EAST 26TH STREET,ASHTABULA,44004,4409927425,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4/26/13, 
OH,368498,RENAISSANCE HOME HEALTH CARE,5311 NORTHFIELD RD SUITE 212,BEDFORD HEIGHTS,44146,2166628729,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3/29/13, 
OH,368499,MILES OF CARE HOME HEALTH SERVICES,"215 EAST WATERLOO ROAD, SUITE 20",AKRON,44319,3307458480,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5/20/13, 
OH,369000,PROMED HEALTHCARE LLC,1416 WEST PLEASANT VALLEY ROAD,PARMA,44134,4408423020,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,6/1/13, 
OH,369001,DIVERSE HOME CARE LLC,"700 BRYDEN ROAD, SUITE 124",COLUMBUS,43215,6142220899,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6/5/13, 
OH,369002,TITUS HEALTHCARE LLC,"3201 BELMONT STREET, SUITE 204",BELLAIRE,43906,7405260577,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/25/13, 
OH,369003,SUNRISE HOME HEALTH LLC,20706 MUDSOCK RD,WAPAKONETA,45895,5677126304,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/28/13, 
OH,369022,HEALTH RESOURCE SOLUTIONS,3900 SUNFOREST COURT SUITE 135,TOLEDO,43623,6143545839,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6/14/13, 
OH,369004,"DEVOTED HOME HEALTH CARE, LLC",2151 EAST  DUBLIN GRANVILLE RD  STE 213,COLUMBUS,43229,6148950372,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,5/2/13, 
OH,369005,RELAY HOME CARE SERVICE,3314 MORSE ROAD SUITE 216,COLUMBUS,43231,6144146144,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5/15/13, 
OH,369006,MOONLIGHT HOME HEALTH CARE INC,"5900 ROCHE DRIVE, SUITE 425",COLUMBUS,43229,6143967345,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4/19/13, 
OH,369007,SYMPATHY HOME HEALTH CARE INC,"4500 LEE ROAD, SUITE 223",CLEVELAND,44128,2166622254,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5/21/13, 
OH,369023,"QUALITY LIFE SERVICES, LLC",415 GLENSPRINGS DR STE 302,CINCINNATI,45246,5134448886,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8/6/13, 
OH,369009,BLESSED HOME HEALTH CARE AGENCY LLC,3455 BOULDER RIDGE DR,MAUMEE,43537,4194910823,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/25/13, 
OH,369010,"ROYAL HEALTH SERVICES, LLC","685 DELAWARE AVENUE, SUITE 117",MARION,43302,6148357348,Proprietary,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,5/17/13, 
OH,369011,"COMFORT AND CARE HEALTH SERVICES, LLC","45 WEST 2ND STREET, SUITE E",CHILLICOTHE,45601,7407730063,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2/21/14, 
OH,369012,METRO ORTHOPEDIC HOME CARE,1150 MORSE ROAD STE 110,COLUMBUS,43229,6148430091,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/29/13, 
OH,369024,"PREMIER NURSING, LLC HOME HEALTH SERVICE",11288 STATE ROUTE 122,CAMDEN,45311,9377874373,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3/4/13, 
OH,369013,BEST CHOICE HOME HEALTHCARE LLC,"1425 EAST DUBLIN GRANVILLE ROAD, SUITE 213",COLUMBUS,43229,6143968446,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4/17/13, 
OH,369014,EXCELLENCE HOME HEALTHCARE LLC,"2238 SOUTH HAMILTON ROAD, SUITE 102",COLUMBUS,43232,6147556502,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4/28/13, 
OH,369015,DISCOVERY HOME HEALTHCARE LLC,3314 MORSE ROAD SUITE 209,COLUMBUS,43231,6147785702,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,6/13/13, 
OH,369016,ACCURATE HOME HEALTHCARE LLC,3314 MORSE ROAD SUITE 213,COLUMBUS,43231,6145966109,Proprietary,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7/1/13, 
OH,369017,"MIRACLE HEALTH AGENCY, LLC","1821 SUMMIT ROAD, SUITE 202",CINCINNATI,45237,5134294605,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4/29/13, 
OH,369018,"MILLENIUM NURSING AGENCY, LTD","130 TRI COUNTY PARKWAY, SUITE 215",CINCINNATI,45246,5138259080,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5/6/13, 
