"hospital","year","variable","value"
"memorial hospital inc",2002,"inpatient_days",9908
"methodist hospital",2002,"inpatient_days",34371
"methodist hospital union county",2002,"inpatient_days",2599
"middlesboro arh hospital",2002,"inpatient_days",16301
"monroe county medical center",2002,"inpatient_days",10226
"morgan county arh hospital",2002,"inpatient_days",2229
"muhlenberg community hospital",2002,"inpatient_days",11689
"murray calloway county hospital",2002,"inpatient_days",27508
"new horizons health systems inc",2002,"inpatient_days",1563
"nicholas county hospital",2002,"inpatient_days",2275
"northkey community care-intensive",2002,"inpatient_days",6409
"norton audubon hospital",2002,"inpatient_days",62002
"norton hsp/kosair chdrn hsp/norton",2002,"inpatient_days",149414
"norton southwest hospital",2002,"inpatient_days",17066
"norton spring view hospital",2002,"inpatient_days",6412
"norton suburban hospital",2002,"inpatient_days",74367
"ohio county hospital",2002,"inpatient_days",4434
"our lady of bellefonte hospital",2002,"inpatient_days",38196
"our lady of the way hospital",2002,"inpatient_days",3931
"owensboro mercy health system",2002,"inpatient_days",79835
"parkway regional hospital",2002,"inpatient_days",6943
"pattie a clay hospital",2002,"inpatient_days",16055
"paul b hall regional medical center",2002,"inpatient_days",14464
"pikeville methodist hospital",2002,"inpatient_days",40240
"pineville community hospital",2002,"inpatient_days",19787
"regional medical ctr of hopkins co",2002,"inpatient_days",52977
"ridge behavioral health system",2002,"inpatient_days",16904
"rivendell behavioral health services",2002,"inpatient_days",24337
"river valley behavioral health",2002,"inpatient_days",14175
"rockcastle hospital",2002,"inpatient_days",4030
"russell county hospital",2002,"inpatient_days",5432
"saint joseph east",2002,"inpatient_days",17447
"saint joseph hospital",2002,"inpatient_days",94536
"samaritan hospital",2002,"inpatient_days",30543
"shriners hosp for children",2002,"inpatient_days",5124
"st claire medical center",2002,"inpatient_days",21887
"st elizabeth med ctr-grant co",2002,"inpatient_days",1605
"st elizabeth medical center north",2002,"inpatient_days",11700
"st elizabeth medical center south",2002,"inpatient_days",87580
"st luke hospital east",2002,"inpatient_days",35283
"st luke hospital west",2002,"inpatient_days",35364
"t j samson community hospital",2002,"inpatient_days",30518
"taylor county hospital",2002,"inpatient_days",15901
"ten broeck dupont",2002,"inpatient_days",18944
"ten broeck hospital",2002,"inpatient_days",26537
"the james b haggin memorial hospital",2002,"inpatient_days",2568
"the medical center at bowling green",2002,"inpatient_days",69751
"the medical center at franklin",2002,"inpatient_days",4805
"the medical center at scottsville",2002,"inpatient_days",2986
"three rivers medical center",2002,"inpatient_days",17028
"trigg county hospital inc",2002,"inpatient_days",1042
"twin lakes regional medical ctr",2002,"inpatient_days",10294
"university of ky hospital",2002,"inpatient_days",114702
"university of louisville hospital",2002,"inpatient_days",89373
"wayne county hospital inc",2002,"inpatient_days",3551
"western baptist hospital",2002,"inpatient_days",63239
"western state hospital",2002,"inpatient_days",40749
"westlake regional hospital",2002,"inpatient_days",9385
"whitesburg arh hospital",2002,"inpatient_days",17824
"williamson arh hospital",2002,"inpatient_days",20449
"baptist hospital east",2003,"inpatient_days",106430
"baptist hospital northeast",2003,"inpatient_days",12524
"baptist regional medical center",2003,"inpatient_days",42694
"berea hospital",2003,"inpatient_days",7414
"bluegrass community hospital",2003,"inpatient_days",1388
"bourbon community hospital",2003,"inpatient_days",6465
"breckinridge memorial hospital",2003,"inpatient_days",3424
"caldwell county hospital inc",2003,"inpatient_days",3084
"caritas medical center",2003,"inpatient_days",51022
"caritas peace center",2003,"inpatient_days",62869
"carroll county hospital",2003,"inpatient_days",2136
"casey county hospital",2003,"inpatient_days",1837
"caverna memorial hospital",2003,"inpatient_days",1873
"central baptist hospital",2003,"inpatient_days",89200
"central state hospital",2003,"inpatient_days",35380
"clark regional medical center",2003,"inpatient_days",8525
"clinton county hospital inc",2003,"inpatient_days",10558
"crittenden county hospital",2003,"inpatient_days",5287
"cumberland county hospital",2003,"inpatient_days",3756
"eastern state hospital",2003,"inpatient_days",50414
"ephraim mcdowell reg medical ctr",2003,"inpatient_days",36830
"fhc cumberland hall",2003,"inpatient_days",15269
"flaget memorial hospital",2003,"inpatient_days",6676
"fleming county hospital",2003,"inpatient_days",6465
"fort logan hospital",2003,"inpatient_days",3378
"frankfort regional medical center",2003,"inpatient_days",19269
"garrard county memorial hospital",2003,"inpatient_days",1112
"georgetown community hospital",2003,"inpatient_days",5688
"greenview regional hospital",2003,"inpatient_days",19377
"hardin memorial hospital",2003,"inpatient_days",58728
"harlan arh hospital",2003,"inpatient_days",21721
"harrison memorial hospital",2003,"inpatient_days",6033
"hazard arh regional medical center",2003,"inpatient_days",77055
"highlands regional medical ctr",2003,"inpatient_days",26399
"jackson purchase medical center",2003,"inpatient_days",17543
"jane todd crawford memorial hosp",2003,"inpatient_days",6963
"jenkins community hospital",2003,"inpatient_days",3058
"jennie stuart medical center inc",2003,"inpatient_days",29414
"jewish hospital",2003,"inpatient_days",139393
"jewish hospital shelbyville",2003,"inpatient_days",13391
"kentucky correctional psychiatric ctr",2003,"inpatient_days",24037
"kentucky river medical ctr",2003,"inpatient_days",13391
"kindred hospital - louisville",2003,"inpatient_days",30200
"kings daughters medical ctr",2003,"inpatient_days",84046
"knox county hospital",2003,"inpatient_days",5479
"lake cumberland regional hospital",2003,"inpatient_days",49465
"lincoln trail behavioral health system",2003,"inpatient_days",16508
"livingston hosp and healthcare svcs inc",2003,"inpatient_days",3476
"logan memorial hospital",2003,"inpatient_days",9438
"lourdes hospital",2003,"inpatient_days",45487
"marcum and wallace memorial hosp",2003,"inpatient_days",2312
"marshall county hospital",2003,"inpatient_days",3558
"mary breckinridge hospital",2003,"inpatient_days",3678
"mary chiles hospital",2003,"inpatient_days",4605
"marymount hospital",2003,"inpatient_days",21742
"mcdowell arh hospital",2003,"inpatient_days",4615
"meadowview regional medical center",2003,"inpatient_days",10870
"memorial hospital inc",2003,"inpatient_days",11270
"methodist hospital",2003,"inpatient_days",34321
"methodist hospital union county",2003,"inpatient_days",2535
"middlesboro arh hospital",2003,"inpatient_days",15616
"monroe county medical center",2003,"inpatient_days",9952
"morgan county arh hospital",2003,"inpatient_days",2048
"muhlenberg community hospital",2003,"inpatient_days",10935
"murray calloway county hospital",2003,"inpatient_days",26259
"new horizons medical center",2003,"inpatient_days",1993
"nicholas county hospital",2003,"inpatient_days",2286
"northkey community care-intensive services",2003,"inpatient_days",6012
"norton audubon hospital",2003,"inpatient_days",65806
"norton hsp/kosair chdrn hsp/norton med pav",2003,"inpatient_days",151438
"norton southwest hospital",2003,"inpatient_days",17651
"norton suburban hospital",2003,"inpatient_days",76615
"ohio county hospital",2003,"inpatient_days",3920
"our lady of bellefonte hospital",2003,"inpatient_days",33743
"our lady of the way hospital",2003,"inpatient_days",3680
"owensboro mercy health system",2003,"inpatient_days",65522
"parkway regional hospital",2003,"inpatient_days",5711
"pattie a clay regional medical ctr.",2003,"inpatient_days",14953
"paul b hall regional medical center",2003,"inpatient_days",15129
"pikeville methodist hospital",2003,"inpatient_days",40980
"pineville community hospital",2003,"inpatient_days",19731
"regional medical ctr of hopkins co",2003,"inpatient_days",58916
"ridge behavioral health system",2003,"inpatient_days",21031
"rivendell behavioral health services",2003,"inpatient_days",25538
"river valley behavioral health",2003,"inpatient_days",13514
"rockcastle hospital",2003,"inpatient_days",4588
"russell county hospital",2003,"inpatient_days",5598
"saint joseph east",2003,"inpatient_days",19344
"saint joseph hospital",2003,"inpatient_days",94985
"samaritan hospital",2003,"inpatient_days",24152
"shriners hosp for children",2003,"inpatient_days",5743
"spring view hospital",2003,"inpatient_days",6710
"st claire medical center",2003,"inpatient_days",22302
"st elizabeth med ctr-grant co",2003,"inpatient_days",1700
"st elizabeth medical center north",2003,"inpatient_days",11768
"st elizabeth medical center south",2003,"inpatient_days",86909
"st luke hospital east",2003,"inpatient_days",34910
"st luke hospital west",2003,"inpatient_days",35521
"t j samson community hospital",2003,"inpatient_days",30980
"taylor county hospital",2003,"inpatient_days",16186
"ten broeck dupont",2003,"inpatient_days",19477
"ten broeck hospital",2003,"inpatient_days",27807
"the james b haggin memorial hospital",2003,"inpatient_days",2200
"the medical center at bowling green",2003,"inpatient_days",68263
"the medical center at franklin",2003,"inpatient_days",3438
"the medical center at scottsville",2003,"inpatient_days",2576
"three rivers medical center",2003,"inpatient_days",NA
"trigg county hospital inc",2003,"inpatient_days",1395
"twin lakes regional medical ctr",2003,"inpatient_days",10203
"university of ky hospital",2003,"inpatient_days",110900
"university of louisville hospital",2003,"inpatient_days",92975
"wayne county hospital inc",2003,"inpatient_days",2314
"western baptist hospital",2003,"inpatient_days",66907
"western state hospital",2003,"inpatient_days",39857
"westlake regional hospital",2003,"inpatient_days",5194
"whitesburg arh hospital",2003,"inpatient_days",17468
"williamson arh hospital",2003,"inpatient_days",21024
"baptist hospital east",2004,"inpatient_days",113705
"baptist hospital northeast",2004,"inpatient_days",12631
"baptist regional medical center",2004,"inpatient_days",40998
"berea hospital",2004,"inpatient_days",7924
"bourbon community hospital",2004,"inpatient_days",6259
"caritas medical center",2004,"inpatient_days",47031
"caritas peace center",2004,"inpatient_days",72291
"central baptist hospital",2004,"inpatient_days",88932
"central state hospital",2004,"inpatient_days",37628
"clark regional medical center",2004,"inpatient_days",8608
"clinton county  hospital inc",2004,"inpatient_days",9561
"crittenden county hospital",2004,"inpatient_days",5941
"eastern state hospital",2004,"inpatient_days",45400
"ephraim mcdowell reg medical ctr",2004,"inpatient_days",36509
"fhc cumberland hall",2004,"inpatient_days",16709
"flaget memorial hospital",2004,"inpatient_days",7253
"fleming county hospital",2004,"inpatient_days",6447
"frankfort regional medical center",2004,"inpatient_days",18240
"georgetown community hospital",2004,"inpatient_days",6773
"greenview regional hospital",2004,"inpatient_days",20016
"hardin memorial hospital",2004,"inpatient_days",56313
"harlan arh hospital",2004,"inpatient_days",22585
"harrison memorial hospital",2004,"inpatient_days",6352
"hazard arh regional medical center",2004,"inpatient_days",67131
"highlands regional medical center",2004,"inpatient_days",24853
"jackson purchase medical center",2004,"inpatient_days",16336
"jane todd crawford memorial hospital",2004,"inpatient_days",6832
"jenkins community hospital",2004,"inpatient_days",2700
"jennie stuart medical center inc",2004,"inpatient_days",28142
"jewish hospital",2004,"inpatient_days",125917
"jewish hospital shelbyville",2004,"inpatient_days",13492
"kentucky  river medical center",2004,"inpatient_days",13398
"kentucky correctional psychiatric ctr",2004,"inpatient_days",22944
"kindred hospital - louisville",2004,"inpatient_days",22460
"kings daughters medical center",2004,"inpatient_days",89126
"knox county hospital",2004,"inpatient_days",5723
"lake cumberland regional hospital",2004,"inpatient_days",50867
"lincoln trail behavioral health system",2004,"inpatient_days",18037
"logan memorial hospital",2004,"inpatient_days",9533
"lourdes hospital",2004,"inpatient_days",45686
"marshall county hospital",2004,"inpatient_days",3135
"mary  chiles hospital",2004,"inpatient_days",6472
"marymount hospital",2004,"inpatient_days",23591
"mcdowell arh hospital",2004,"inpatient_days",4264
"meadowview regional medical center",2004,"inpatient_days",10041
"memorial hospital inc",2004,"inpatient_days",13393
"methodist hospital",2004,"inpatient_days",33846
"middlesboro arh hospital",2004,"inpatient_days",15553
"monroe county medical center",2004,"inpatient_days",9570
"muhlenberg community hospital",2004,"inpatient_days",10422
"murray calloway  county hospital",2004,"inpatient_days",22643
"northkey community care-intensive services",2004,"inpatient_days",6442
"norton audubon hospital",2004,"inpatient_days",67287
"norton hsp/kosair chdrn hsp/norton med pav",2004,"inpatient_days",149729
"norton southwest hospital",2004,"inpatient_days",14399
"norton suburban hospital",2004,"inpatient_days",71479
"our lady of bellefonte hospital",2004,"inpatient_days",35461
"owensboro medical health sy stem",2004,"inpatient_days",64202
"parkway regional hospital",2004,"inpatient_days",5647
"pattie a clay regional medical ctr",2004,"inpatient_days",14953
"paul b hall regional medical center",2004,"inpatient_days",15712
"pikeville medical center",2004,"inpatient_days",44576
"pineville community hospital",2004,"inpatient_days",18092
"regional medical center of hopkins co",2004,"inpatient_days",42754
"ridge behavioral health sy stem",2004,"inpatient_days",20355
"rivendell behavioral health services",2004,"inpatient_days",25647
"river valley behavioral health",2004,"inpatient_days",12003
"rockcastle hospital",2004,"inpatient_days",4773
"russell county  hospital",2004,"inpatient_days",4610
"saint joseph east",2004,"inpatient_days",24676
"saint joseph hospital",2004,"inpatient_days",95458
"samaritan hospital",2004,"inpatient_days",27729
"shriners hosp for children",2004,"inpatient_days",3947
"spring view hospital",2004,"inpatient_days",5755
"st claire medical center",2004,"inpatient_days",19788
"st elizabeth medical center north",2004,"inpatient_days",11274
"st elizabeth medical center south",2004,"inpatient_days",93543
"st luke hospital east",2004,"inpatient_days",32437
"st luke hospital west",2004,"inpatient_days",37102
"t j samson community hospital",2004,"inpatient_days",29940
"taylor county  hospital",2004,"inpatient_days",15567
"ten broeck dupont",2004,"inpatient_days",19486
"ten broeck hospital",2004,"inpatient_days",28401
"the medical center at bowling green",2004,"inpatient_days",70437
"the medical center at scottsville",2004,"inpatient_days",2036
"three rivers medical center",2004,"inpatient_days",17603
"twin lakes regional medical center",2004,"inpatient_days",9052
"university of kentucky hospital",2004,"inpatient_days",112575
"university of louisville hospital",2004,"inpatient_days",88268
"wayne county  hospital inc",2004,"inpatient_days",2624
"western baptist hospital",2004,"inpatient_days",65781
"western state hospital",2004,"inpatient_days",47266
"whitesburg arh hospital",2004,"inpatient_days",15804
"williamson arh hospital",2004,"inpatient_days",21668
"baptist hospital east",2005,"inpatient_days",118002
"baptist hospital northeast",2005,"inpatient_days",12778
"baptist regional medical center",2005,"inpatient_days",42240
"berea hospital",2005,"inpatient_days",6907
"bourbon community hospital",2005,"inpatient_days",6420
"caritas medical center",2005,"inpatient_days",48831
"caritas peace center",2005,"inpatient_days",79094
"central baptist hospital",2005,"inpatient_days",86932
"central state hospital",2005,"inpatient_days",40987
"clark regional medical center",2005,"inpatient_days",8632
"clinton county  hospital inc",2005,"inpatient_days",9123
"crittenden county hospital",2005,"inpatient_days",6140
"eastern state hospital",2005,"inpatient_days",60537
"ephraim mcdowell reg medical ctr",2005,"inpatient_days",38857
"fhc cumberland hall",2005,"inpatient_days",13824
"flaget memorial hospital",2005,"inpatient_days",8350
"fleming county hospital",2005,"inpatient_days",8431
"frankfort regional medical center",2005,"inpatient_days",16533
"georgetown community hospital",2005,"inpatient_days",4284
"greenview regional hospital",2005,"inpatient_days",19125
"hardin memorial hospital",2005,"inpatient_days",55844
"harlan arh hospital",2005,"inpatient_days",20476
"harrison memorial hospital",2005,"inpatient_days",6761
"hazard arh regional medical center",2005,"inpatient_days",73172
"highlands regional medical center",2005,"inpatient_days",27053
"jackson purchase medical center",2005,"inpatient_days",20125
"jennie stuart medical center inc",2005,"inpatient_days",28776
"jewish hospital",2005,"inpatient_days",123709
"jewish hospital shelbyville",2005,"inpatient_days",12751
"kentucky  river medical center",2005,"inpatient_days",13236
"kentucky correctional psychiatric ctr",2005,"inpatient_days",29924
"kings daughters medical center",2005,"inpatient_days",95596
"lake cumberland regional hospital",2005,"inpatient_days",50920
"lincoln trail behavioral health system",2005,"inpatient_days",19330
"logan memorial hospital",2005,"inpatient_days",9831
"lourdes hospital",2005,"inpatient_days",45578
"mary  chiles hospital",2005,"inpatient_days",6702
"marymount medical center",2005,"inpatient_days",25214
"mcdowell arh hospital",2005,"inpatient_days",4345
"meadowview regional medical center",2005,"inpatient_days",9727
"memorial hospital inc",2005,"inpatient_days",13968
"methodist hospital",2005,"inpatient_days",30684
"middlesboro arh hospital",2005,"inpatient_days",13818
"monroe county medical center",2005,"inpatient_days",10048
"muhlenberg community hospital",2005,"inpatient_days",10462
"murray calloway  county hospital",2005,"inpatient_days",22505
"northkey community care intensive services",2005,"inpatient_days",6339
"norton audubon hospital",2005,"inpatient_days",76968
"norton hsp/kosair chdrn hsp/norton pav",2005,"inpatient_days",154761
"norton southwest hospital",2005,"inpatient_days",8108
"norton suburban hospital",2005,"inpatient_days",76735
"our lady of bellefonte hospital",2005,"inpatient_days",30841
"owensboro medical health sy stem",2005,"inpatient_days",64623
"parkway regional hospital",2005,"inpatient_days",5411
"pattie a clay regional medical ctr",2005,"inpatient_days",15885
"paul b hall regional medical center",2005,"inpatient_days",17388
"pikeville medical center",2005,"inpatient_days",38809
"pineville community hospital",2005,"inpatient_days",16955
"regional medical center of hopkins co",2005,"inpatient_days",44713
"ridge behavioral health sy stem",2005,"inpatient_days",21455
"rivendell behavioral health services",2005,"inpatient_days",25674
"river valley behavioral health",2005,"inpatient_days",12916
"rockcastle hospital",2005,"inpatient_days",4533
"saint joseph east",2005,"inpatient_days",25425
"saint joseph hospital",2005,"inpatient_days",92112
"samaritan hospital",2005,"inpatient_days",24820
"shriners hosp for children",2005,"inpatient_days",4780
"spring view hospital",2005,"inpatient_days",6974
"st claire medical center",2005,"inpatient_days",18274
"st elizabeth medical center north",2005,"inpatient_days",7988
"st elizabeth medical center south",2005,"inpatient_days",101875
"st luke hospital east",2005,"inpatient_days",35797
"st luke hospital west",2005,"inpatient_days",39533
"t j samson community hospital",2005,"inpatient_days",29596
"taylor regional hospital",2005,"inpatient_days",13445
"ten broeck dupont",2005,"inpatient_days",19007
"ten broeck hospital",2005,"inpatient_days",27888
"the medical center at bowling green",2005,"inpatient_days",68081
"three rivers medical center",2005,"inpatient_days",17815
"twin lakes regional medical center",2005,"inpatient_days",11202
"university of kentucky hospital",2005,"inpatient_days",128933
"university of louisville hospital",2005,"inpatient_days",95187
"western baptist hospital",2005,"inpatient_days",65103
"western state hospital",2005,"inpatient_days",49725
"westlake regional hospital",2005,"inpatient_days",6609
"whitesburg arh hospital",2005,"inpatient_days",15762
"williamson arh hospital",2005,"inpatient_days",18253
"baptist hospital east",2006,"inpatient_days",118220
"baptist hospital northeast",2006,"inpatient_days",12046
"baptist regional medical center",2006,"inpatient_days",41069
"bourbon community hospital",2006,"inpatient_days",6184
"central baptist hospital",2006,"inpatient_days",84285
"central state hospital",2006,"inpatient_days",39607
"clark regional medical center",2006,"inpatient_days",9294
"clinton county  hospital",2006,"inpatient_days",8644
"crittenden county  hospital",2006,"inpatient_days",6139
"eastern state hospital",2006,"inpatient_days",45960
"ephraim mcdowell reg medical ctr",2006,"inpatient_days",39840
"fhc cumberland hall",2006,"inpatient_days",15201
"flaget memorial hospital",2006,"inpatient_days",8722
"fleming county hospital",2006,"inpatient_days",8917
"frankfort regional medical center",2006,"inpatient_days",16702
"georgetown community  hospital",2006,"inpatient_days",6955
"greenview regional hospital",2006,"inpatient_days",17151
"hardin memorial hospital",2006,"inpatient_days",56489
"harlan arh hospital",2006,"inpatient_days",18328
"harrison memorial hospital",2006,"inpatient_days",5621
"hazard arh regional medical center",2006,"inpatient_days",81505
"highlands regional medical center",2006,"inpatient_days",26698
"jackson purchase medical center",2006,"inpatient_days",20440
"jennie stuart medical center",2006,"inpatient_days",31328
"jewish hospital",2006,"inpatient_days",125518
"jewish hospital shelbyville",2006,"inpatient_days",12005
"kentucky correctional psychiatric ctr",2006,"inpatient_days",27983
"kentucky river medical center",2006,"inpatient_days",11865
"kings daughters medical center",2006,"inpatient_days",98779
"lake cumberland regional hospital",2006,"inpatient_days",52524
"lincoln trail behavioral health sy stem",2006,"inpatient_days",17467
"logan memorial hospital",2006,"inpatient_days",6967
"lourdes hospital",2006,"inpatient_days",44637
"mary  chiles hospital",2006,"inpatient_days",6662
"mary mount medical center",2006,"inpatient_days",25802
"meadowview regional medical center",2006,"inpatient_days",9966
"memorial hospital",2006,"inpatient_days",14077
"methodist hospital",2006,"inpatient_days",29755
"middlesboro arh hospital",2006,"inpatient_days",13592
"monroe county medical center",2006,"inpatient_days",10356
"muhlenberg community hospital",2006,"inpatient_days",11150
"murray calloway county hospital",2006,"inpatient_days",22764
"northkey community care",2006,"inpatient_days",6045
"norton audubon hospital",2006,"inpatient_days",77148
"norton hsp/kosair chdrn hsp/norton",2006,"inpatient_days",154783
"norton southwest hospital",2006,"inpatient_days",446
"norton suburban hospital",2006,"inpatient_days",81927
"our lady of bellefonte hospital",2006,"inpatient_days",30124
"our lady of peace",2006,"inpatient_days",80111
"owensboro medical health system",2006,"inpatient_days",65547
"parkway regional hospital",2006,"inpatient_days",4576
"pattie a clay  regional medical ctr",2006,"inpatient_days",15242
"paul b hall regional medical center",2006,"inpatient_days",16400
"pikeville medical center",2006,"inpatient_days",37212
"pineville community hospital",2006,"inpatient_days",15780
"regional medical center of hopkins co",2006,"inpatient_days",41860
"ridge behavioral health system",2006,"inpatient_days",26786
"rivendell behavioral health services",2006,"inpatient_days",25130
"river valley behavioral health",2006,"inpatient_days",16806
"rockcastle hospital",2006,"inpatient_days",4660
"saint joseph east",2006,"inpatient_days",27756
"saint joseph hospital",2006,"inpatient_days",87040
"saints mary and elizabeth hospital",2006,"inpatient_days",53248
"samaritan hospital",2006,"inpatient_days",21450
"shriners hosp for children",2006,"inpatient_days",5335
"spring view hospital",2006,"inpatient_days",7285
"st claire medical center",2006,"inpatient_days",18133
"st elizabeth medical center north",2006,"inpatient_days",3425
"st elizabeth medical center south",2006,"inpatient_days",109767
"st luke hospital east",2006,"inpatient_days",35789
"st luke hospital west",2006,"inpatient_days",38831
"t j samson community hospital",2006,"inpatient_days",28855
"taylor regional hospital",2006,"inpatient_days",12706
"ten broeck dupont",2006,"inpatient_days",18771
"ten broeck hospital",2006,"inpatient_days",28720
"the medical center at bowling green",2006,"inpatient_days",71515
"three rivers medical center",2006,"inpatient_days",18196
"twin lakes regional medical center",2006,"inpatient_days",11844
"university of kentucky hospital",2006,"inpatient_days",142089
"university of louisville hospital",2006,"inpatient_days",100303
"western baptist hospital",2006,"inpatient_days",67424
"western state hospital",2006,"inpatient_days",49450
"westlake regional hospital",2006,"inpatient_days",7682
"whitesburg arh hospital",2006,"inpatient_days",14364
"williamson arh hospital",2006,"inpatient_days",18661
"baptist hospital east",2007,"inpatient_days",119918
"baptist hospital northeast",2007,"inpatient_days",11651
"baptist regional medical center",2007,"inpatient_days",37352
"bourbon community hospital",2007,"inpatient_days",6618
"central baptist hospital",2007,"inpatient_days",82471
"central state hospital",2007,"inpatient_days",34855
"clark regional medical center",2007,"inpatient_days",8727
"clinton county hospital",2007,"inpatient_days",8580
"crittenden county hospital",2007,"inpatient_days",5346
"cumberland hall",2007,"inpatient_days",13315
"eastern state hospital",2007,"inpatient_days",56447
"ephraim mcdowell reg medical ctr",2007,"inpatient_days",39225
"flaget memorial hospital",2007,"inpatient_days",7910
"fleming county hospital",2007,"inpatient_days",8565
"frankfort regional medical center",2007,"inpatient_days",17082
"georgetown community hospital",2007,"inpatient_days",7588
"greenview regional hospital",2007,"inpatient_days",14055
"hardin memorial hospital",2007,"inpatient_days",56376
"harlan arh hospital",2007,"inpatient_days",16556
"harrison memorial hospital",2007,"inpatient_days",5942
"hazard arh regional medical center",2007,"inpatient_days",76504
"highlands regional medical center",2007,"inpatient_days",27307
"jackson purchase medical center",2007,"inpatient_days",17720
"jennie stuart medical center",2007,"inpatient_days",30465
"jewish hospital",2007,"inpatient_days",124403
"jewish hospital shelbyville",2007,"inpatient_days",10783
"kentucky correctional psychiatric ctr",2007,"inpatient_days",26868
"kentucky river medical center",2007,"inpatient_days",10615
"kings daughters medical center",2007,"inpatient_days",100166
"lake cumberland regional hospital",2007,"inpatient_days",72567
"lincoln trail behavioral health system",2007,"inpatient_days",18045
"logan memorial hospital",2007,"inpatient_days",6870
"lourdes hospital",2007,"inpatient_days",53211
"marymount medical center",2007,"inpatient_days",26624
"meadowview regional medical center",2007,"inpatient_days",10655
"memorial hospital",2007,"inpatient_days",11777
"methodist hospital",2007,"inpatient_days",27743
"middlesboro arh hospital",2007,"inpatient_days",11291
"monroe county medical center",2007,"inpatient_days",9819
"muhlenberg community hospital",2007,"inpatient_days",10372
"murray calloway county hospital",2007,"inpatient_days",22730
"northkey community care intensive",2007,"inpatient_days",6263
"norton audubon hospital",2007,"inpatient_days",71486
"norton hsp/kosair chdrn hsp/norton",2007,"inpatient_days",158730
"norton suburban hospital",2007,"inpatient_days",79930
"our lady of bellefonte hospital",2007,"inpatient_days",28110
"our lady of peace",2007,"inpatient_days",82279
"owensboro medical health system",2007,"inpatient_days",63115
"parkway regional hospital",2007,"inpatient_days",4211
"pattie a clay regional medical ctr",2007,"inpatient_days",14240
"paul b hall regional medical center",2007,"inpatient_days",16287
"pikeville medical center",2007,"inpatient_days",38568
"pineville community hospital",2007,"inpatient_days",16772
"regional medical center of hopkins co",2007,"inpatient_days",38995
"ridge behavioral health system",2007,"inpatient_days",27120
"rivendell behavioral health services",2007,"inpatient_days",28698
"river valley behavioral health",2007,"inpatient_days",17943
"rockcastle hospital",2007,"inpatient_days",4499
"saint joseph east",2007,"inpatient_days",29445
"saint joseph hospital",2007,"inpatient_days",83368
"saints mary and elizabeth hospital",2007,"inpatient_days",56656
"shriners hosp for children",2007,"inpatient_days",5367
"spring view hospital",2007,"inpatient_days",7028
"st claire medical center",2007,"inpatient_days",19289
"st elizabeth medical center north",2007,"inpatient_days",312
"st elizabeth medical center south",2007,"inpatient_days",125641
"st joseph mount sterling hosp",2007,"inpatient_days",6872
"st luke hospital east",2007,"inpatient_days",34927
"st luke hospital west",2007,"inpatient_days",39843
"t j samson community hospital",2007,"inpatient_days",27665
"taylor regional hospital",2007,"inpatient_days",11909
"ten broeck dupont",2007,"inpatient_days",18488
"ten broeck hospital",2007,"inpatient_days",28297
"the medical center at bowling green",2007,"inpatient_days",75826
"three rivers medical center",2007,"inpatient_days",17275
"twin lakes regional medical center",2007,"inpatient_days",13503
"ukhealthcare good samaritan hospital",2007,"inpatient_days",24103
"university of ky hospital",2007,"inpatient_days",151661
"university of louisville hospital",2007,"inpatient_days",104228
"western baptist hospital",2007,"inpatient_days",66063
"western state hospital",2007,"inpatient_days",47106
"westlake regional hospital",2007,"inpatient_days",6637
"whitesburg arh hospital",2007,"inpatient_days",13874
"williamson arh hospital",2007,"inpatient_days",14193
"baptist hospital east",2008,"inpatient_days",122870
"baptist hospital northeast",2008,"inpatient_days",12478
"baptist regional medical center",2008,"inpatient_days",42848
"bourbon community hospital",2008,"inpatient_days",7095
"central baptist hospital",2008,"inpatient_days",84789
"central state hospital",2008,"inpatient_days",29116
"clark regional medical center",2008,"inpatient_days",8561
"clinton county hospital",2008,"inpatient_days",9770
"crittenden county hospital",2008,"inpatient_days",5911
"cumberland hall",2008,"inpatient_days",11975
"eastern state hospital",2008,"inpatient_days",63095
"ephraim mcdowell reg medical ctr",2008,"inpatient_days",37465
"flaget memorial hospital",2008,"inpatient_days",7355
"fleming county hospital",2008,"inpatient_days",7339
"frankfort regional medical center",2008,"inpatient_days",16931
"georgetown community hospital",2008,"inpatient_days",7933
"greenview regional hospital",2008,"inpatient_days",15173
"hardin memorial hospital",2008,"inpatient_days",54593
"harlan arh hospital",2008,"inpatient_days",15799
"harrison memorial hospital",2008,"inpatient_days",6421
"hazard arh regional medical center",2008,"inpatient_days",76042
"highlands regional medical center",2008,"inpatient_days",30619
"jackson purchase medical center",2008,"inpatient_days",16529
"jennie stuart medical center",2008,"inpatient_days",30148
"jewish hospital",2008,"inpatient_days",121818
"jewish hospital shelbyville",2008,"inpatient_days",10244
"kentucky correctional psychiatric ctr",2008,"inpatient_days",23716
"kentucky river medical center",2008,"inpatient_days",10101
"kings daughters medical center",2008,"inpatient_days",100706
"lake cumberland regional hospital",2008,"inpatient_days",57120
"lincoln trail behavioral health system",2008,"inpatient_days",19594
"logan memorial hospital",2008,"inpatient_days",7621
"lourdes hospital",2008,"inpatient_days",57001
"meadowview regional medical center",2008,"inpatient_days",10269
"memorial hospital",2008,"inpatient_days",12468
"methodist hospital",2008,"inpatient_days",26936
"middlesboro arh hospital",2008,"inpatient_days",11955
"monroe county medical center",2008,"inpatient_days",9954
"muhlenberg community hospital",2008,"inpatient_days",10283
